shipping_id,order_id,shipping_date,return_date,shipping_provider,delivery_status
8597,8597,2022-10-25,,FedEx,Returned
8598,8598,2023-02-05,,FedEx,In Transit
8599,8599,2022-03-18,,DHL,Delivered
8600,8600,2023-09-26,,FedEx,Returned
8601,8601,2023-08-11,,UPS,In Transit
8602,8602,2022-12-15,,UPS,Delivered
8603,8603,2022-09-08,,UPS,Delivered
8604,8604,2023-08-15,,DHL,In Transit
8605,8605,2022-10-07,,FedEx,Delivered
8606,8606,2023-03-09,,UPS,Delivered
8607,8607,2023-05-14,,UPS,Returned
8608,8608,2023-02-02,,USPS,Returned
8609,8609,2023-02-23,,USPS,In Transit
8610,8610,2022-05-17,,USPS,Returned
8611,8611,2023-02-23,2023-04-27,UPS,Delivered
8612,8612,2022-07-05,,DHL,Delivered
8613,8613,2022-09-13,,UPS,Returned
8614,8614,2022-12-02,,FedEx,In Transit
8615,8615,2023-12-22,,USPS,In Transit
8616,8616,2023-08-15,,FedEx,Returned
8617,8617,2023-01-21,,USPS,In Transit
8618,8618,2022-01-04,,DHL,In Transit
8619,8619,2023-01-09,,DHL,Delivered
8620,8620,2022-08-27,,DHL,Returned
8621,8621,2022-01-15,,FedEx,Returned
8622,8622,2022-05-23,,DHL,Delivered
8623,8623,2023-01-30,,DHL,Delivered
8624,8624,2022-03-18,,USPS,Returned
8625,8625,2023-07-03,,FedEx,Returned
8626,8626,2022-11-06,2023-07-24,UPS,Delivered
8627,8627,2022-01-18,2024-01-09,DHL,In Transit
8628,8628,2022-05-14,2023-08-08,UPS,Delivered
8629,8629,2023-01-19,,UPS,In Transit
8630,8630,2023-05-14,,UPS,Returned
8631,8631,2023-07-24,,UPS,Returned
8632,8632,2023-04-06,,DHL,Returned
8633,8633,2022-01-08,,DHL,Returned
8634,8634,2022-08-11,,DHL,Returned
8635,8635,2023-02-03,,FedEx,Delivered
8636,8636,2023-06-15,,FedEx,Returned
8637,8637,2023-02-16,,UPS,Returned
8638,8638,2022-02-20,,USPS,Returned
8639,8639,2022-12-06,2023-11-02,FedEx,Returned
8640,8640,2022-02-24,,UPS,In Transit
8641,8641,2023-02-08,,UPS,Returned
8642,8642,2022-09-01,,DHL,In Transit
8643,8643,2022-02-13,,DHL,In Transit
8644,8644,2023-02-11,,FedEx,Returned
8645,8645,2023-02-11,,DHL,In Transit
8646,8646,2022-09-03,,FedEx,Returned
8647,8647,2023-03-22,,DHL,In Transit
8648,8648,2022-01-10,2023-02-19,USPS,Delivered
8649,8649,2023-01-16,,DHL,Returned
8650,8650,2022-02-16,,FedEx,Returned
8651,8651,2022-05-14,,UPS,In Transit
8652,8652,2023-06-29,,FedEx,Delivered
8653,8653,2023-10-20,,DHL,Returned
8654,8654,2022-04-01,,UPS,In Transit
8655,8655,2023-10-26,,DHL,In Transit
8656,8656,2023-10-12,,DHL,Returned
8657,8657,2023-03-17,,DHL,In Transit
8658,8658,2022-10-01,,UPS,Returned
8659,8659,2022-01-10,,DHL,Delivered
8660,8660,2023-10-02,,USPS,Delivered
8661,8661,2023-07-14,,FedEx,Delivered
8662,8662,2023-08-26,,USPS,Delivered
8663,8663,2022-05-05,,USPS,In Transit
8664,8664,2022-01-13,,FedEx,In Transit
8665,8665,2022-08-11,,FedEx,In Transit
8666,8666,2023-08-25,,UPS,Returned
8667,8667,2022-02-15,,USPS,Delivered
8668,8668,2023-08-31,,USPS,Returned
8669,8669,2022-05-03,,FedEx,Delivered
8670,8670,2022-06-19,2023-04-12,DHL,Returned
8671,8671,2022-03-03,,USPS,In Transit
8672,8672,2022-09-01,,UPS,In Transit
8673,8673,2023-10-18,,DHL,In Transit
8674,8674,2022-01-31,,USPS,Returned
8675,8675,2022-05-28,,DHL,In Transit
8676,8676,2023-01-10,,USPS,In Transit
8677,8677,2022-05-20,,DHL,Delivered
8678,8678,2022-01-25,,USPS,Returned
8679,8679,2023-09-16,2023-09-30,FedEx,Returned
8680,8680,2022-09-27,,FedEx,In Transit
8681,8681,2022-12-15,,UPS,Returned
8682,8682,2022-06-12,,USPS,In Transit
8683,8683,2023-12-08,,UPS,Returned
8684,8684,2022-07-25,,FedEx,Delivered
8685,8685,2023-04-18,2023-12-09,USPS,Returned
8686,8686,2023-01-16,,FedEx,In Transit
8687,8687,2023-08-07,2023-03-17,DHL,Returned
8688,8688,2023-04-25,,FedEx,Returned
8689,8689,2023-12-15,,DHL,Delivered
8690,8690,2023-09-05,,FedEx,Returned
8691,8691,2023-01-12,,DHL,Delivered
8692,8692,2022-08-26,,FedEx,Delivered
8693,8693,2022-04-26,,FedEx,Delivered
8694,8694,2023-08-13,,USPS,In Transit
8695,8695,2023-10-28,,USPS,Delivered
8696,8696,2022-07-12,,USPS,Returned
8697,8697,2023-02-07,,UPS,Returned
8698,8698,2022-02-13,,UPS,Delivered
8699,8699,2022-02-21,,DHL,Delivered
8700,8700,2023-10-02,,UPS,Delivered
8701,8701,2023-07-02,,UPS,In Transit
8702,8702,2023-03-18,,FedEx,Delivered
8703,8703,2022-02-15,,DHL,Delivered
8704,8704,2022-05-18,2023-06-13,UPS,Delivered
8705,8705,2023-04-21,,USPS,Delivered
8706,8706,2022-12-25,,USPS,Delivered
8707,8707,2023-05-21,,UPS,Returned
8708,8708,2022-10-31,,FedEx,Returned
8709,8709,2023-11-10,,USPS,Returned
8710,8710,2022-11-27,2023-07-30,USPS,In Transit
8711,8711,2022-09-22,2023-09-18,FedEx,In Transit
8712,8712,2022-10-08,,USPS,Returned
8713,8713,2023-10-09,,FedEx,Delivered
8714,8714,2023-08-29,,DHL,Delivered
8715,8715,2022-05-22,,FedEx,In Transit
8716,8716,2022-02-15,,DHL,In Transit
8717,8717,2022-11-24,,FedEx,Delivered
8718,8718,2022-10-21,,UPS,In Transit
8719,8719,2023-07-26,,USPS,Delivered
8720,8720,2023-09-13,,DHL,Returned
8721,8721,2022-10-17,,USPS,In Transit
8722,8722,2023-12-13,,FedEx,Returned
8723,8723,2022-10-21,,FedEx,In Transit
8724,8724,2022-12-05,,USPS,Returned
8725,8725,2022-08-20,,UPS,Returned
8726,8726,2023-06-12,2024-01-06,UPS,In Transit
8727,8727,2022-04-04,2023-06-26,USPS,In Transit
8728,8728,2022-05-09,,UPS,Returned
8729,8729,2023-07-26,,FedEx,Returned
8730,8730,2022-01-18,,USPS,Delivered
8731,8731,2023-10-09,,USPS,Returned
8732,8732,2023-07-30,,USPS,In Transit
8733,8733,2022-05-05,,USPS,Delivered
8734,8734,2023-07-17,,UPS,Delivered
8735,8735,2023-09-03,2023-02-20,UPS,Returned
8736,8736,2023-02-04,,DHL,Delivered
8737,8737,2022-12-24,,DHL,In Transit
8738,8738,2023-10-08,,DHL,In Transit
8739,8739,2022-12-26,2023-12-04,FedEx,Returned
8740,8740,2023-06-28,,DHL,Delivered
8741,8741,2022-08-06,,USPS,Returned
8742,8742,2022-10-19,,FedEx,Returned
8743,8743,2022-10-18,,UPS,Returned
8744,8744,2022-12-06,,FedEx,Delivered
8745,8745,2023-02-13,,FedEx,In Transit
8746,8746,2023-02-21,,USPS,In Transit
8747,8747,2022-06-11,,UPS,Delivered
8748,8748,2022-06-22,,DHL,Returned
8749,8749,2023-09-05,,DHL,In Transit
8750,8750,2023-12-05,,DHL,Returned
8751,8751,2023-01-16,,UPS,In Transit
8752,8752,2022-06-03,,FedEx,Returned
8753,8753,2022-05-08,,USPS,Returned
8754,8754,2023-05-22,,UPS,Returned
8755,8755,2023-09-25,,USPS,In Transit
8756,8756,2023-05-23,,UPS,Returned
8757,8757,2022-02-24,,UPS,In Transit
8758,8758,2022-11-20,,UPS,In Transit
8759,8759,2023-12-19,,FedEx,In Transit
8760,8760,2023-02-23,,USPS,In Transit
8761,8761,2023-01-26,,DHL,Delivered
8762,8762,2022-01-14,,USPS,In Transit
8763,8763,2022-08-30,,DHL,Returned
8764,8764,2023-02-24,,USPS,In Transit
8765,8765,2022-04-17,,UPS,Returned
8766,8766,2023-03-08,,FedEx,Delivered
8767,8767,2022-05-24,,UPS,In Transit
8768,8768,2022-11-15,,FedEx,Delivered
8769,8769,2023-07-10,,UPS,In Transit
8770,8770,2023-03-11,,DHL,In Transit
8771,8771,2022-02-02,,DHL,Delivered
8772,8772,2023-04-05,,UPS,Returned
8773,8773,2022-01-12,,USPS,Returned
8774,8774,2022-11-01,,DHL,Returned
8775,8775,2023-04-06,,UPS,In Transit
8776,8776,2023-10-19,2023-08-19,FedEx,Returned
8777,8777,2022-06-08,,FedEx,Returned
8778,8778,2023-03-09,,FedEx,In Transit
8779,8779,2023-02-21,,FedEx,Delivered
8780,8780,2022-01-18,2023-11-02,USPS,Returned
8781,8781,2022-05-16,,USPS,Delivered
8782,8782,2022-07-22,,USPS,In Transit
8783,8783,2022-12-29,,UPS,In Transit
8784,8784,2022-03-07,,DHL,Returned
8785,8785,2023-01-11,,FedEx,Returned
8786,8786,2023-06-02,,DHL,Delivered
8787,8787,2023-01-10,,UPS,Returned
8788,8788,2022-01-29,,DHL,Delivered
8789,8789,2022-03-15,,DHL,In Transit
8790,8790,2023-01-20,,DHL,Delivered
8791,8791,2022-07-24,,USPS,In Transit
8792,8792,2023-11-30,,UPS,Returned
8793,8793,2022-01-06,,UPS,Delivered
8794,8794,2022-03-12,,UPS,Delivered
8795,8795,2023-03-29,,DHL,Delivered
8796,8796,2022-08-25,,USPS,Returned
8797,8797,2023-11-28,,FedEx,Returned
8798,8798,2023-10-14,,USPS,Returned
8799,8799,2022-04-04,,FedEx,Delivered
8800,8800,2023-03-11,,DHL,Delivered
8801,8801,2023-05-25,2023-06-25,USPS,In Transit
8802,8802,2022-04-08,,USPS,Delivered
8803,8803,2022-11-21,,FedEx,In Transit
8804,8804,2023-03-11,,FedEx,Returned
8805,8805,2022-02-26,2024-01-28,DHL,In Transit
8806,8806,2022-12-23,,USPS,In Transit
8807,8807,2023-06-25,,USPS,Delivered
8808,8808,2023-03-28,,USPS,Delivered
8809,8809,2023-08-10,,UPS,In Transit
8810,8810,2022-03-06,,FedEx,In Transit
8811,8811,2023-01-19,,USPS,Returned
8812,8812,2022-05-14,,UPS,Delivered
8813,8813,2022-07-04,,USPS,Returned
8814,8814,2022-09-20,,FedEx,In Transit
8815,8815,2022-11-07,,USPS,Returned
8816,8816,2022-03-19,,USPS,Delivered
8817,8817,2022-08-04,,DHL,In Transit
8818,8818,2022-09-10,,DHL,In Transit
8819,8819,2023-08-29,,USPS,Returned
8820,8820,2022-12-02,,UPS,Delivered
8821,8821,2022-11-12,2024-01-31,UPS,In Transit
8822,8822,2023-03-30,2023-11-30,UPS,In Transit
8823,8823,2023-08-05,,USPS,Returned
8824,8824,2022-09-30,,UPS,In Transit
8825,8825,2022-02-28,,DHL,In Transit
8826,8826,2023-12-29,,USPS,Delivered
8827,8827,2023-01-21,,DHL,Delivered
8828,8828,2022-09-29,,DHL,Returned
8829,8829,2023-01-11,,UPS,In Transit
8830,8830,2022-08-08,,DHL,Delivered
8831,8831,2022-04-11,,DHL,Returned
8832,8832,2023-11-29,,FedEx,Delivered
8833,8833,2022-11-25,,FedEx,Returned
8834,8834,2023-12-14,,FedEx,Returned
8835,8835,2023-04-25,,UPS,In Transit
8836,8836,2023-08-22,,UPS,Returned
8837,8837,2022-02-26,,DHL,Returned
8838,8838,2022-11-24,,DHL,Delivered
8839,8839,2023-04-18,,UPS,Returned
8840,8840,2022-05-08,,USPS,Returned
8841,8841,2023-08-11,,USPS,Delivered
8842,8842,2022-03-24,,USPS,Delivered
8843,8843,2023-10-22,,FedEx,Delivered
8844,8844,2023-06-23,,DHL,Delivered
8845,8845,2023-10-16,,USPS,In Transit
8846,8846,2023-08-14,,FedEx,In Transit
8847,8847,2023-06-30,,DHL,Returned
8848,8848,2023-02-13,,USPS,Delivered
8849,8849,2023-03-23,,USPS,In Transit
8850,8850,2022-11-05,,FedEx,Returned
8851,8851,2023-02-20,,USPS,In Transit
8852,8852,2023-08-19,,DHL,In Transit
8853,8853,2022-08-09,,USPS,In Transit
8854,8854,2023-03-17,,FedEx,Returned
8855,8855,2022-12-06,,USPS,In Transit
8856,8856,2023-02-03,,FedEx,Returned
8857,8857,2022-05-08,,UPS,Delivered
8858,8858,2023-07-23,2023-01-13,USPS,Delivered
8859,8859,2022-08-30,,DHL,Delivered
8860,8860,2022-07-20,,USPS,Delivered
8861,8861,2022-11-28,,FedEx,In Transit
8862,8862,2023-09-15,,UPS,In Transit
8863,8863,2023-05-23,,DHL,Delivered
8864,8864,2022-09-29,,USPS,Returned
8865,8865,2023-10-06,,UPS,In Transit
8866,8866,2023-11-19,,FedEx,In Transit
8867,8867,2023-07-28,,DHL,Returned
8868,8868,2023-04-18,,FedEx,Returned
8869,8869,2023-02-11,,USPS,Returned
8870,8870,2023-07-16,,FedEx,Delivered
8871,8871,2022-01-09,,UPS,Delivered
8872,8872,2023-01-20,,FedEx,Returned
8873,8873,2023-12-06,,DHL,Delivered
8874,8874,2023-04-26,,UPS,Delivered
8875,8875,2022-02-21,,USPS,Returned
8876,8876,2022-07-11,,FedEx,In Transit
8877,8877,2022-09-07,,FedEx,Delivered
8878,8878,2023-12-13,,USPS,Returned
8879,8879,2023-05-06,,USPS,Returned
8880,8880,2023-05-02,,FedEx,Returned
8881,8881,2022-04-02,,USPS,In Transit
8882,8882,2023-07-11,,UPS,Returned
8883,8883,2022-09-30,,DHL,Returned
8884,8884,2022-09-09,,UPS,In Transit
8885,8885,2022-01-08,,FedEx,Returned
8886,8886,2023-10-21,,UPS,Delivered
8887,8887,2022-04-14,,FedEx,In Transit
8888,8888,2023-08-02,,UPS,In Transit
8889,8889,2022-07-11,,FedEx,Returned
8890,8890,2022-06-18,,USPS,Delivered
8891,8891,2022-01-28,,UPS,In Transit
8892,8892,2023-09-11,,FedEx,Returned
8893,8893,2023-01-05,,USPS,Returned
8894,8894,2023-03-20,,FedEx,In Transit
8895,8895,2023-05-17,,UPS,In Transit
8896,8896,2022-09-06,,UPS,Returned
8897,8897,2022-08-12,,FedEx,In Transit
8898,8898,2022-07-15,,USPS,Delivered
8899,8899,2022-05-29,,DHL,Delivered
8900,8900,2023-12-09,,FedEx,Returned
8901,8901,2023-12-26,,FedEx,Delivered
8902,8902,2023-09-12,,DHL,Returned
8903,8903,2023-12-18,,FedEx,In Transit
8904,8904,2023-05-07,,UPS,In Transit
8905,8905,2022-08-07,,UPS,Returned
8906,8906,2023-12-01,,USPS,Returned
8907,8907,2022-05-18,,DHL,In Transit
8908,8908,2022-08-05,,FedEx,Returned
8909,8909,2023-08-04,,UPS,Delivered
8910,8910,2023-02-20,,FedEx,Delivered
8911,8911,2022-10-25,,DHL,Delivered
8912,8912,2022-09-24,2023-08-03,UPS,In Transit
8913,8913,2022-02-11,,DHL,In Transit
8914,8914,2022-07-11,,FedEx,In Transit
8915,8915,2023-07-30,,USPS,Returned
8916,8916,2022-05-18,,FedEx,In Transit
8917,8917,2022-11-27,,FedEx,In Transit
8918,8918,2022-09-04,,DHL,Delivered
8919,8919,2022-06-18,,UPS,In Transit
8920,8920,2023-02-10,,DHL,Returned
8921,8921,2023-04-18,,UPS,Returned
8922,8922,2023-01-22,,FedEx,Delivered
8923,8923,2023-09-26,,FedEx,Delivered
8924,8924,2023-09-01,2023-11-26,USPS,Returned
8925,8925,2023-11-01,,USPS,Delivered
8926,8926,2022-07-12,,DHL,Delivered
8927,8927,2022-09-23,,UPS,Returned
8928,8928,2022-06-20,2023-11-28,USPS,Delivered
8929,8929,2023-03-27,,USPS,Returned
8930,8930,2023-05-01,,FedEx,Returned
8931,8931,2022-09-01,,FedEx,Returned
8932,8932,2023-09-30,,DHL,Delivered
8933,8933,2023-12-29,,DHL,Returned
8934,8934,2022-06-14,,UPS,In Transit
8935,8935,2022-08-19,,USPS,In Transit
8936,8936,2023-07-03,,FedEx,In Transit
8937,8937,2022-12-14,,UPS,Delivered
8938,8938,2023-10-31,,USPS,Returned
8939,8939,2022-05-26,,UPS,In Transit
8940,8940,2022-02-18,2023-08-26,UPS,Returned
8941,8941,2022-05-21,,DHL,Delivered
8942,8942,2022-09-03,,USPS,Delivered
8943,8943,2023-12-05,,UPS,In Transit
8944,8944,2022-07-07,,UPS,Delivered
8945,8945,2022-01-24,,UPS,Delivered
8946,8946,2023-08-14,,DHL,Returned
8947,8947,2022-04-08,,DHL,Returned
8948,8948,2022-09-16,,FedEx,In Transit
8949,8949,2023-12-08,,DHL,In Transit
8950,8950,2022-01-02,,DHL,Returned
8951,8951,2022-03-09,,USPS,Delivered
8952,8952,2023-03-11,,USPS,In Transit
8953,8953,2023-09-25,,UPS,Returned
8954,8954,2022-07-14,,FedEx,Delivered
8955,8955,2022-08-23,,DHL,Delivered
8956,8956,2022-06-30,,USPS,Delivered
8957,8957,2023-06-14,2023-01-03,FedEx,In Transit
8958,8958,2022-10-14,,USPS,In Transit
8959,8959,2022-10-29,,UPS,Returned
8960,8960,2022-05-23,,DHL,Returned
8961,8961,2022-08-07,,UPS,Returned
8962,8962,2022-11-02,,UPS,Returned
8963,8963,2023-05-23,2023-11-29,USPS,Returned
8964,8964,2023-11-08,,FedEx,In Transit
8965,8965,2022-03-15,,DHL,Delivered
8966,8966,2023-09-13,,FedEx,Delivered
8967,8967,2023-08-30,2023-04-21,UPS,In Transit
8968,8968,2023-06-23,,DHL,Delivered
8969,8969,2022-06-03,,UPS,In Transit
8970,8970,2023-09-16,,USPS,Delivered
8971,8971,2022-01-11,,FedEx,Delivered
8972,8972,2023-11-21,,FedEx,Returned
8973,8973,2023-05-11,,UPS,In Transit
8974,8974,2022-12-07,,FedEx,Delivered
8975,8975,2022-11-26,,FedEx,In Transit
8976,8976,2022-03-29,,UPS,In Transit
8977,8977,2022-12-04,,DHL,Returned
8978,8978,2022-10-04,,USPS,Returned
8979,8979,2023-12-09,,DHL,Returned
8980,8980,2022-12-18,,DHL,Delivered
8981,8981,2022-05-11,,USPS,Delivered
8982,8982,2023-02-04,,UPS,Delivered
8983,8983,2022-03-01,,UPS,Delivered
8984,8984,2023-03-31,,USPS,Returned
8985,8985,2022-11-29,,FedEx,In Transit
8986,8986,2023-03-24,,DHL,In Transit
8987,8987,2023-08-07,,FedEx,In Transit
8988,8988,2023-12-09,2023-06-28,UPS,Delivered
8989,8989,2023-09-17,,DHL,Delivered
8990,8990,2023-10-01,,UPS,Delivered
8991,8991,2022-03-14,,USPS,In Transit
8992,8992,2022-07-27,,USPS,Delivered
8993,8993,2023-07-20,,FedEx,In Transit
8994,8994,2022-08-16,,FedEx,Delivered
8995,8995,2022-05-09,,UPS,In Transit
8996,8996,2022-02-01,,UPS,Delivered
8997,8997,2022-01-05,,USPS,Returned
8998,8998,2023-02-08,2023-11-30,DHL,Delivered
8999,8999,2022-10-20,,USPS,In Transit
9000,9000,2022-09-10,,UPS,In Transit
9001,9001,2022-08-08,,USPS,In Transit
9002,9002,2023-11-22,,FedEx,Returned
9003,9003,2022-06-09,,FedEx,Returned
9004,9004,2022-07-09,,UPS,In Transit
9005,9005,2023-03-20,,USPS,In Transit
9006,9006,2023-10-04,,UPS,In Transit
9007,9007,2022-06-05,,DHL,Delivered
9008,9008,2022-05-13,,FedEx,In Transit
9009,9009,2023-05-21,,USPS,Delivered
9010,9010,2023-04-07,,FedEx,Returned
9011,9011,2023-04-25,,USPS,Returned
9012,9012,2023-04-25,,FedEx,In Transit
9013,9013,2022-08-13,,UPS,Returned
9014,9014,2022-07-29,,FedEx,Delivered
9015,9015,2022-03-20,2023-10-22,USPS,Delivered
9016,9016,2023-03-02,,UPS,In Transit
9017,9017,2023-06-04,,USPS,In Transit
9018,9018,2023-12-19,,DHL,Returned
9019,9019,2022-02-05,,USPS,In Transit
9020,9020,2023-02-13,,USPS,In Transit
9021,9021,2023-02-17,2023-07-01,UPS,In Transit
9022,9022,2022-11-03,,USPS,Delivered
9023,9023,2023-05-06,,DHL,Returned
9024,9024,2022-01-30,,DHL,In Transit
9025,9025,2023-03-31,,UPS,In Transit
9026,9026,2022-01-05,,DHL,In Transit
9027,9027,2022-08-02,,UPS,Delivered
9028,9028,2023-07-27,2023-12-12,FedEx,Delivered
9029,9029,2023-01-07,,USPS,In Transit
9030,9030,2022-02-24,,USPS,Returned
9031,9031,2022-09-02,,USPS,Delivered
9032,9032,2023-01-24,,USPS,In Transit
9033,9033,2022-02-06,,UPS,Returned
9034,9034,2022-12-11,2023-04-09,USPS,In Transit
9035,9035,2023-09-23,2023-09-30,DHL,Returned
9036,9036,2022-11-18,,DHL,Delivered
9037,9037,2022-06-24,,FedEx,Returned
9038,9038,2023-10-02,2023-07-01,UPS,Delivered
9039,9039,2023-06-01,,FedEx,Delivered
9040,9040,2022-11-09,,USPS,Returned
9041,9041,2022-05-20,,DHL,Delivered
9042,9042,2023-10-09,,UPS,Returned
9043,9043,2022-10-23,,DHL,Returned
9044,9044,2022-03-29,,UPS,Delivered
9045,9045,2022-02-09,,FedEx,Delivered
9046,9046,2023-10-19,,USPS,Delivered
9047,9047,2023-05-01,,FedEx,Delivered
9048,9048,2023-12-28,,USPS,Delivered
9049,9049,2022-11-02,,DHL,In Transit
9050,9050,2022-02-25,,FedEx,In Transit
9051,9051,2022-05-17,,FedEx,In Transit
9052,9052,2023-05-24,2023-05-19,DHL,In Transit
9053,9053,2022-10-05,,DHL,In Transit
9054,9054,2022-01-20,,DHL,Returned
9055,9055,2023-11-24,,UPS,Delivered
9056,9056,2023-10-27,2023-04-05,DHL,In Transit
9057,9057,2023-03-22,,UPS,Returned
9058,9058,2023-05-01,,DHL,Returned
9059,9059,2023-01-12,,UPS,In Transit
9060,9060,2023-06-04,,DHL,In Transit
9061,9061,2022-06-22,,UPS,In Transit
9062,9062,2023-03-16,,USPS,In Transit
9063,9063,2023-04-11,,USPS,Returned
9064,9064,2023-03-08,,FedEx,Delivered
9065,9065,2022-05-23,,DHL,Delivered
9066,9066,2023-01-17,,DHL,Returned
9067,9067,2023-08-07,,UPS,In Transit
9068,9068,2022-01-04,,FedEx,Delivered
9069,9069,2023-03-18,,USPS,In Transit
9070,9070,2022-06-14,,FedEx,Delivered
9071,9071,2022-01-16,,UPS,Delivered
9072,9072,2022-02-11,,DHL,Delivered
9073,9073,2022-09-09,,FedEx,Returned
9074,9074,2023-12-26,,DHL,In Transit
9075,9075,2023-02-20,,USPS,Delivered
9076,9076,2022-07-16,,UPS,Delivered
9077,9077,2023-06-06,2024-01-21,DHL,Delivered
9078,9078,2023-11-11,,FedEx,In Transit
9079,9079,2023-01-02,,UPS,Delivered
9080,9080,2023-10-13,,USPS,Returned
9081,9081,2023-02-19,,FedEx,Delivered
9082,9082,2022-09-27,,DHL,Delivered
9083,9083,2023-02-27,,DHL,Returned
9084,9084,2022-03-15,,UPS,In Transit
9085,9085,2022-10-18,,USPS,In Transit
9086,9086,2023-08-12,,FedEx,Delivered
9087,9087,2023-04-05,,USPS,In Transit
9088,9088,2022-10-02,2023-08-03,FedEx,Returned
9089,9089,2022-11-20,,FedEx,In Transit
9090,9090,2023-09-03,,UPS,Delivered
9091,9091,2023-05-14,,DHL,Returned
9092,9092,2023-10-25,,DHL,Delivered
9093,9093,2023-08-25,,DHL,Returned
9094,9094,2022-08-03,,USPS,Returned
9095,9095,2022-04-18,,FedEx,Delivered
9096,9096,2023-06-21,,UPS,Delivered
9097,9097,2022-08-12,2023-04-15,USPS,In Transit
9098,9098,2023-08-26,,FedEx,In Transit
9099,9099,2023-12-18,,UPS,Delivered
9100,9100,2023-08-09,,FedEx,Delivered
9101,9101,2023-11-28,,UPS,In Transit
9102,9102,2023-05-13,,USPS,Delivered
9103,9103,2023-08-13,,FedEx,Returned
9104,9104,2023-07-10,2023-08-02,FedEx,In Transit
9105,9105,2023-12-28,,USPS,In Transit
9106,9106,2022-10-13,,UPS,Returned
9107,9107,2023-09-06,,DHL,Returned
9108,9108,2022-03-22,,DHL,Delivered
9109,9109,2022-09-22,,UPS,Delivered
9110,9110,2023-09-07,,UPS,Returned
9111,9111,2023-12-26,2023-02-27,DHL,Returned
9112,9112,2023-06-04,,FedEx,In Transit
9113,9113,2023-03-15,2023-07-23,USPS,In Transit
9114,9114,2022-02-06,,DHL,In Transit
9115,9115,2023-08-28,,UPS,Delivered
9116,9116,2023-09-29,,FedEx,In Transit
9117,9117,2022-11-20,,UPS,Returned
9118,9118,2022-11-19,,DHL,In Transit
9119,9119,2022-01-16,,USPS,Returned
9120,9120,2022-10-17,2023-03-02,USPS,Returned
9121,9121,2023-09-05,,FedEx,Delivered
9122,9122,2023-12-22,,USPS,Delivered
9123,9123,2023-11-10,,DHL,In Transit
9124,9124,2022-08-02,,DHL,In Transit
9125,9125,2022-05-28,,DHL,In Transit
9126,9126,2023-03-04,,FedEx,Delivered
9127,9127,2023-03-24,,DHL,Returned
9128,9128,2022-11-01,,USPS,Returned
9129,9129,2022-08-11,,FedEx,Delivered
9130,9130,2022-05-12,,DHL,In Transit
9131,9131,2022-05-16,,DHL,Delivered
9132,9132,2022-08-17,,UPS,Returned
9133,9133,2023-08-29,,DHL,Delivered
9134,9134,2022-09-22,,FedEx,Delivered
9135,9135,2023-01-27,,UPS,Returned
9136,9136,2022-04-15,,FedEx,Delivered
9137,9137,2022-05-15,,DHL,Delivered
9138,9138,2022-04-15,2023-03-18,USPS,Delivered
9139,9139,2022-06-11,,UPS,In Transit
9140,9140,2023-07-17,,UPS,Returned
9141,9141,2023-08-24,,UPS,In Transit
9142,9142,2023-12-23,2023-12-09,FedEx,Returned
9143,9143,2023-07-02,,UPS,Returned
9144,9144,2023-10-30,,USPS,Returned
9145,9145,2022-03-19,,USPS,Delivered
9146,9146,2023-11-09,,UPS,In Transit
9147,9147,2022-04-18,,FedEx,Returned
9148,9148,2022-12-05,,FedEx,In Transit
9149,9149,2023-09-24,,FedEx,In Transit
9150,9150,2022-10-24,,DHL,In Transit
9151,9151,2023-07-31,,FedEx,In Transit
9152,9152,2022-12-15,,FedEx,Delivered
9153,9153,2022-08-23,,UPS,Delivered
9154,9154,2022-09-16,,DHL,Returned
9155,9155,2022-01-18,,UPS,Returned
9156,9156,2022-01-06,,FedEx,Delivered
9157,9157,2023-12-19,,FedEx,Returned
9158,9158,2022-03-17,,UPS,Delivered
9159,9159,2022-07-07,,DHL,In Transit
9160,9160,2023-12-04,,DHL,In Transit
9161,9161,2023-04-08,,UPS,Delivered
9162,9162,2023-03-25,,FedEx,Returned
9163,9163,2023-12-18,2023-01-19,DHL,Returned
9164,9164,2022-06-18,,DHL,Delivered
9165,9165,2022-05-22,,USPS,Delivered
9166,9166,2022-07-18,,UPS,In Transit
9167,9167,2023-08-30,,DHL,Returned
9168,9168,2023-06-29,,USPS,In Transit
9169,9169,2023-12-23,,USPS,Delivered
9170,9170,2022-11-09,,USPS,Returned
9171,9171,2023-05-26,,FedEx,In Transit
9172,9172,2022-11-05,,UPS,Returned
9173,9173,2022-06-27,,DHL,Returned
9174,9174,2023-10-16,,USPS,Delivered
9175,9175,2022-06-16,,FedEx,In Transit
9176,9176,2022-12-17,,FedEx,Delivered
9177,9177,2023-02-13,,UPS,In Transit
9178,9178,2023-04-19,,UPS,Delivered
9179,9179,2023-06-02,2023-06-17,FedEx,Delivered
9180,9180,2023-12-15,,FedEx,Delivered
9181,9181,2023-05-20,,USPS,In Transit
9182,9182,2022-03-08,,USPS,Delivered
9183,9183,2023-06-11,2023-01-10,DHL,Returned
9184,9184,2023-05-30,,USPS,Delivered
9185,9185,2023-06-24,,USPS,Returned
9186,9186,2022-05-26,,USPS,In Transit
9187,9187,2022-05-13,,DHL,Returned
9188,9188,2022-07-30,,DHL,Returned
9189,9189,2023-04-08,,DHL,Returned
9190,9190,2023-06-24,,DHL,Returned
9191,9191,2023-10-22,,USPS,Returned
